location,source,target,id,fuzzy,context,translator_comments,developer_comments
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:270,Wie soll deine Belohnung aussehen.,你想要什么报酬？,,,DIA_BaalKagan_SUCCESS_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:273,Ich nehme das Erz.,我要拿到矿石。,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_Erz,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:276,"Hilf mir, in der Bruderschaft aufgenommen zu werden.",请帮助我加入兄弟会。,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_Join,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:279,Die Spruchrollen interessieren mich - was sind das für Sprüche?,这些符咒很有意思－－有什么类别的？,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_WhatSpells,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:288,Ich habe noch keinen neuen Kunden hier gesehen. Verteil mehr.,我还没见过一个新客户。再分发一些吧！,,,DIA_BaalKagan_NO_SUCCESS_13_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:294,Die Spruchrollen interessieren mich - was sind das für Sprüche?,这些符咒很有意思－－有什么类别的？,,,DIA_BaalKagan_SUCCESS_WhatSpells_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:295,"Windfaust, Charme, Telekinese, Pyrokinese und Schlaf. Von diesen Sprüchen darfst du drei wählen.",暴风术、魅惑术、心灵遥感术、佩罗尼丝法术和催眠术。你可以任意挑选三种。,,,DIA_BaalKagan_SUCCESS_WhatSpells_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:296,Ich nehme die drei Spruchrollen.,我要得到三种法术滚动条。,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:302,"Hilf mir, in der Bruderschaft aufgenommen zu werden.",请帮助我加入兄弟会。,,,DIA_BaalKagan_SUCCESS_Join_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:303,"Deine Bitte ist bescheiden. Ich werde dir helfen, hör gut zu. Baal Tyon ist einer der niederen Gurus - so wie ich.",你的要求很谦逊。我会帮助你的。听我说－－巴尔．泰昂是一个低级导师－－正像我这样。,,,DIA_BaalKagan_SUCCESS_Join_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:304,Y'Berion hat ihn zu einem seiner Berater gemacht. Das ist ihm nicht bekommen.,贝理昂请他作一名顾问。但是那并没给他带来多少好处。,,,DIA_BaalKagan_SUCCESS_Join_13_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:305,"Er hält sich jetzt für so wichtig, dass er mit niemanden außer seinen Schülern mehr redet.",他现在觉得自己很重要，除了自己的信徒，他不与其他人说话。,,,DIA_BaalKagan_SUCCESS_Join_13_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:306,"Wenn du ihm das hier gibst, wird sich seine Zunge lösen.",如果你给他这个，那么他就能更放松。,,,DIA_BaalKagan_SUCCESS_Join_13_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:317,Ich nehme die 100 Erz.,我要１００个矿石。,,,DIA_BaalKagan_SUCCESS_Erz_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:318,Wie du willst. Hier.,很好。给你。,,,DIA_BaalKagan_SUCCESS_Erz_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:328,Ich nehme die Spruchrollen.,我要符咒。,,,DIA_BaalKagan_SUCCESS_TakeScrolls_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:329,Eine gute Entscheidung. Wähle drei aus.,很好的决定。选三种吧。,,,DIA_BaalKagan_SUCCESS_TakeScrolls_13_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:331,Windfaust,暴风术,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Windfaust,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:332,Telekinese,心灵感应,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Telekinese,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:333,Pyrokinese,疯狂,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Pyrokinese,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:334,Schlaf.,催眠术,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Schlaf,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:335,Charme,魅惑术,,,DIA_BaalKagan_SUCCESS.DIA_BaalKagan_SUCCESS_TakeScrolls_Charme,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1332_BaalKagan.d:349,Das waren drei. Verwende sie weise.,是三种。好好用吧。,,,DIA_BaalKagan_SUCCESS_TakeScrolls_DREI_13_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:33,Du siehst nicht sehr glücklich aus.,你看起来不是很开心。,,,DIA_BaalIsidro_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:43,Du siehst nicht sehr glücklich aus.,你看起来不是很开心。,,,DIA_BaalIsidro_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:44,Bin ich auch nicht!,我没有！,,,DIA_BaalIsidro_Hello_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:45,Ich muss noch 'nen ganzen Berg Kraut loswerden.,我需要卖掉一大堆沼泽烟草。,,,DIA_BaalIsidro_Hello_03_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:46,Du bist hier um Waren aus dem Sektenlager zu verkaufen?,你到这儿来卖货吗？,,,DIA_BaalIsidro_Hello_15_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:47,Ja. Aber ich kann mich einfach nicht aufraffen.,是的。但请不要打扰我。,,,DIA_BaalIsidro_Hello_03_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:61,"Zeig mir, was du hast.",给我看看你的货。,,,DIA_BaalIsidro_TRADE.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:74,"Zeig mir, was du hast.",给我看看你的货。,,,DIA_BaalIsidro_TRADE_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:75,Hier ...,给你．．．,,,DIA_BaalIsidro_TRADE_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:87,Ich könnte das Kraut für dich verkaufen - gegen Beteiligung versteht sich.,我可以为你卖沼泽烟草－－当然你可以考虑。,,,DIA_BaalIsidro_GimmeKraut.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:100,Ich könnte das Kraut für dich verkaufen - gegen Beteiligung versteht sich.,我可以为你卖沼泽烟草－－当然你可以考虑。,,,DIA_BaalIsidro_GimmeKraut_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:101,Vergiss es - so besoffen bin ich nun auch wieder nicht. Du brennst doch einfach damit durch.,不－－我还没醉。你会带着它们逃走的。,,,DIA_BaalIsidro_GimmeKraut_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:117,"Du hast ein Problem. Baal Kagan will dafür sorgen, dass du ersetzt wirst.",我告诉你－－你有一个难题。巴尔．卡甘会确定取代你的。,,,DIA_BaalIsidro_Problem.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:130,"Ich sag dir was - du hast ein Problem. Baal Kagan will dafür sorgen, dass du ersetzt wirst.",我告诉你－－你有一个难题。巴尔．卡甘会确定取代你的。,,,DIA_BaalIsidro_Problem_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:131,Was? Beim großen Schläfer. Ich muss das Zeug loswerden ...,什么？沈睡者怜悯我了！我必须摆脱掉它们．．．,,,DIA_BaalIsidro_Problem_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:155,Hier - trink noch einen auf meine Rechnung.,你走吧－－再给我拿杯酒来。,,,DIA_BaalIsidro_Drink.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:168,Hier - trink noch einen auf meine Rechnung.,你走吧－－再给我拿杯酒来。,,,DIA_BaalIsidro_Drink_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:172,"Danke, Mann. Ich trinke auf dein Wohl!",谢谢你。我要为你的健康干杯！,,,DIA_BaalIsidro_Drink_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:221,Was? Wo?,什么？哪儿？,,,DIA_BaalIsidro_NO_Drink_03_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:237,Überleg's dir - Gib mir das Kraut und wir teilen den Gewinn.,考虑考虑吧－－给我沼泽烟草，我们可以分离利润。,,,DIA_BaalIsidro_ThinkAgain.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:250,Überleg's dir - Gib mir das Kraut und wir teilen den Gewinn.,考虑考虑吧－－给我沼泽烟草，我们可以分离利润。,,,DIA_BaalIsidro_ThinkAgain_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:254,"Oh Mann, ich muss das Zeug loswerden. Du willst mich doch nicht über's Ohr hauen, oder?",噢，年轻人，我必须摆脱掉它们。你不会想拿我当傻子耍吧？,,,DIA_BaalIsidro_ThinkAgain_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:255,Ich geb' dir mein Wort.,我向你保证。,,,DIA_BaalIsidro_ThinkAgain_15_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:256,"Gut, hier ist das Zeug... Du müsstest mindestens 400 Erz dafür kriegen. Also 200 für jeden. Ich bin die ganze Zeit hier. Wenn du das Erz hast, komm zurück.",好，这些是给你的．．．你至少应该卖４００个矿石。那样，我们每人分得２００。我会在这儿等着你的。一拿到矿石，你就要马上回来。,,,DIA_BaalIsidro_ThinkAgain_03_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:257,"Weißt du, wer hier größere Mengen abnimmt?",你知道谁在这儿拿走大量的沼泽烟草了吗？,,,DIA_BaalIsidro_ThinkAgain_15_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:258,"Wenn ich das wüsste, wär' ich selber losgegangen.",如果我知道我早就走了。,,,DIA_BaalIsidro_ThinkAgain_03_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:259,"Jetzt, wo ich das Zeug los bin, fühle ich mich schon viel besser.",现在我感觉很好，我已经把它们都卖掉了。,,,DIA_BaalIsidro_ThinkAgain_03_06,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:277,"Nee, Mann. Ich schaff das schon noch ...",不，年轻人。我会．．．,,,DIA_BaalIsidro_REFUSE_ThinkAgain_03_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:290,Ich hab' das Kraut verkauft. Hier sind deine 200 Erz.,我卖完沼泽烟草了。这是给你的２００个矿石。,,,DIA_BaalIsidro_RUNNING.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:303,Ich hab' das Kraut verkauft.,我卖完沼泽烟草了。,,,DIA_BaalIsidro_RUNNING_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:304,Meine 200?,我的２００个矿石呢？,,,DIA_BaalIsidro_RUNNING_03_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:308,Hier sind sie.,给你。,,,DIA_BaalIsidro_RUNNING_15_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:309,Gut ... Jetzt kann mich Baal Kagan mal. (lacht dreckig),好．．．现在我再也不谴责 巴尔．卡甘。,,,DIA_BaalIsidro_RUNNING_03_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:310,"War ne gute Idee, mit dir Geschäfte zu machen.",和你做生意是个好主意。,,,DIA_BaalIsidro_RUNNING_03_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:321,Hab ich nicht bei mir.,我不会自己做的。,,,DIA_BaalIsidro_RUNNING_NoOre_15_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1333_BaalIsidro.d:322,Dann schaff sie ran!,那么就收获吧！,,,DIA_BaalIsidro_RUNNING_NoOre_03_06,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:46,Tritt näher! Hier gibt es ein Willkommensgeschenk für jeden Neuen!,过来！每一个到此地的新来者都会收到一份欢迎的礼物！,,,DIA_Fortuno_Greet_05_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:60,Was hast du für mich?,你给我什么？,,,DIA_Fortuno_GetGeschenk.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:70,Was hast du für mich?,你给我什么？,,,DIA_Fortuno_GetGeschenk_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:71,"Hier, nimm drei Rollen Sumpfkraut. Es ist Schwarzer Weiser. Gutes Zeug.",来，拿走三卷沼泽烟草。它们产自北部黑暗地区。很好的货色。,,,DIA_Fortuno_GetGeschenk_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:72,"Du kannst jeden Tag mehr davon haben, aber wenn du mehr als deine tägliche Ration willst, musst du zahlen.",你每天可以要更多的配给量，但是你如果超出你的定量，你必须付钱。,,,DIA_Fortuno_GetGeschenk_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:73,"Falls du auf deinem Weg zwischen den Lagern Kräuter und Beeren findest, bring sie zu mir. Ich werde sie dir abkaufen.",如果你在营地间找到了一些浆果或药草，你可以把它们带给我。我会买下它们。,,,DIA_Fortuno_GetGeschenk_05_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:93,Ich will mir meine tägliche Ration abholen.,我来收集我的日常供应。,,,DIA_Fortuno_DailyRation.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:106,Ich will mir meine tägliche Ration abholen.,我来收集我的日常供应。,,,DIA_Fortuno_DailyRation_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:109,Hier nimm. 3 Schwarzer Weiser - aber nicht alle auf einmal rauchen.,拿着。三卷北部黑暗地区的沼泽烟草－－但是不要一口气同时抽它们。,,,DIA_Fortuno_DailyRation_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:116,"Du hattest deine Tagesration schon. Wenn du mehr willst, komm morgen wieder oder kauf was.",你已经得到了你的日常供应。如果你想得到更多的量，那么明天再回来或买一些吧。,,,DIA_Fortuno_DailyRation_05_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:131,Ich will handeln.,我想做交易。,,,DIA_Fortuno_BuyJoints.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:144,Ich will handeln.,我想做交易。,,,DIA_Fortuno_BuyJoints_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1357_Fortuno.d:145,Was willst du haben? Oder willst du was verkaufen?,你想要什么？或者你想卖什么？,,,DIA_Fortuno_BuyJoints_05_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:33,Ghorim schickt mich.,哥里姆派我来。,,,DIA_Harlok_FetchHarlok.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:46,Ghorim schickt mich.,哥里姆派我来。,,,DIA_Harlok_FetchHarlok_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:47,Was?,什么？,,,DIA_Harlok_FetchHarlok_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:50,"Schwing deinen Hintern zu den Krautstampfern, oder es gibt saures.",你这个笨蛋快去烟草捣碎器那里，否则就要给你好看！,,,DIA_Harlok_FetchHarlok.DIA_Harlok_FetchHarlok_OrElse,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:51,"Ich soll dich daran erinnern, dass du ihn ablösen sollst.",我到这儿来提醒你，你应该去接管他的事了。,,,DIA_Harlok_FetchHarlok.DIA_Harlok_FetchHarlok_Please,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:56,"Ich soll dich daran erinnern, dass du ihn ablösen sollst.",我到这儿来提醒你，你应该去接管他的事了。,,,DIA_Harlok_FetchHarlok_Please_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:57,"Das ist aber nett von dir. Erinnere mich doch noch mal, wenn ich ausgeschlafen habe, ja?",你真好。当我快睡着时，请再提醒我一次，好吗？,,,DIA_Harlok_FetchHarlok_Please_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:62,"Schwing deinen Hintern zu den Krautstampfern, oder es gibt Saures.",你这个笨蛋快去烟草捣碎器那里，否则就要给你好看！,,,DIA_Harlok_FetchHarlok_OrElse_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:63,"VERSUCH doch mal, dich mit mir anzulegen, du Penner!",你再烦我，就有你好看的，可恶！,,,DIA_Harlok_FetchHarlok_OrElse_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:70,Schon gut.,好吧，好吧。,,,DIA_Harlok_FetchHarlok_BACK_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:83,"Ich wollte dich nochmal dran erinnern, deinen Kumpel abzulösen!",我只想提醒你去接替你的朋友！,,,DIA_Harlok_HarlokAgain.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:96,"Ich wollte dich noch mal dran erinnern, deinen Kumpel abzulösen!",我只想提醒你去接替你的朋友！,,,DIA_Harlok_HarlokAgain_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:97,"Hör zu! Ich habe gesagt, mach, dass du wegkommst!",听着！我告诉你小心点！,,,DIA_Harlok_HarlokAgain_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:111,"Hast du langsam Lust bekommen, deinen Freud abzulösen?",好，你不想让你的朋友休息吗？,,,DIA_Harlok_SendHarlok.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:124,"Na, hast du langsam Lust bekommen, deinen Freund abzulösen?",好，你不想让你的朋友休息吗？,,,DIA_Harlok_SendHarlok_15_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:125,Du verdammter Mistkerl! Wieso mischst du dich überhaupt in unsere Angelegenheiten?,可恶！你为什么要多管闲事？,,,DIA_Harlok_SendHarlok_01_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:126,Ich will dich einfach stampfen sehen.,我只想提醒你。,,,DIA_Harlok_SendHarlok_15_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:127,Ist ja schon gut - ich gehe ja ... Mistkerl!,好吧，好吧－－我这就去．．．可恶！,,,DIA_Harlok_SendHarlok_01_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1358_Harlok.d:164,Lass mich in Ruhe! Ich mach' ja schon ...,不要管我！我要走了．．．,,,DIA_Harlok_Angry_01_00,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:33,Wer bist du?,你是谁？,,,Nov_1371_BaalNetbek_CRAZY.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:43,Wer bist du?,你是谁？,,,Nov_1371_BaalNetbek_CRAZY_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:44,"Ich bin der Guru, ich bin der Guru des Sumpfes. Meine Diener nennen mich Baal Netbek.",我是导师，沼泽地的导师。我的仆人们叫我巴尔．奈特伯克。,,,Nov_1371_BaalNetbek_CRAZY_Info_03_02,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:45,Diener? Ich sehe keine Diener!,仆人们？我没看见一个仆人！,,,Nov_1371_BaalNetbek_CRAZY_Info_15_03,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:46,Sie sind hier überall. Die Bäume! Sie wandern und springen und tanzen...,他们无处不在。那些树！它们走着、跳着、舞着．．．,,,Nov_1371_BaalNetbek_CRAZY_Info_03_04,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:47,"...ach so, na ich geh dann mal wieder...",．．．噢，我明白了，我会马上出发．．．,,,Nov_1371_BaalNetbek_CRAZY_Info_15_05,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:48,"Warte, du kannst mir helfen, diesen Sumpf in eine gigantische Blumenwiese zu verwandeln!",等一下，你可以帮我把这片沼泽地变成一大片开满鲜花的草地！,,,Nov_1371_BaalNetbek_CRAZY_Info_03_06,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:49,"Fang am besten schon mal damit an, ich... ich komme dann später wieder.",好，你先行动吧。我．．．我稍候会回来的。,,,Nov_1371_BaalNetbek_CRAZY_Info_15_07,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:51,"Ich glaube, der Kerl bringt mich nicht wirklich weiter...",他不会带我去任何地方．．．,,,Nov_1371_BaalNetbek_CRAZY_Info_15_08,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:65,"Hey, gehts dir gut?",嘿，怎么样？,,,Nov_1371_BaalNetbek_AGAIN.description,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:78,"Hey, geht's dir gut?",嘿，怎么样？,,,Nov_1371_BaalNetbek_AGAIN_Info_15_01,,
Scripts/content/Story/MISSIONS/DIA_Nov_1371_BaalNetbek.d:79,"Pass auf, dass du meine Bäume nicht verletzt!",注意不要伤害我的树！,,,Nov_1371_BaalNetbek_AGAIN_Info_03_02,,
,Vergiß es.,算了吧。,,FALSE,DIA_Balor_RipOff.DIA_Balor_RipOff_ForgetIt,Info_AddChoice,
,"50 sind fair - hier, nimm.",５０个很公平，这是你的东西。,,FALSE,DIA_Balor_RipOff.DIA_Balor_RipOff_Pay,Info_AddChoice,
